103	2
42	1
120	1
93	4
8	3
39	4
31	2
6	1
71	6
87	4
129	4
54	1
9	4
63	4
21	4
109	2
124	5
90	1
99	4
55	2
69	4
126	1
62	3
41	6
104	3
23	6
101	6
133	2
130	5
105	4
19	2
1	2
27	4
95	6
97	2
114	1
18	1
65	6
5	6
72	1
98	3
29	6
10	5
73	2
48	1
22	5
135	4
35	6
82	5
60	1
45	4
57	4
33	4
79	2
24	1
46	5
137	6
68	3
117	4
115	2
66	1
53	6
28	5
128	3
51	4
16	5
11	6
59	6
58	5
106	5
25	2
52	5
113	6
14	3
107	6
77	6
132	1
50	3
122	3
119	6
121	2
125	6
43	2
112	5
136	5
138	1
15	4
36	1
13	2
92	3
123	4
26	3
70	5
40	5
20	3
4	5
37	2
81	4
56	3
89	6
91	2
134	3
102	1
111	4
44	3
127	2
67	2
116	3
17	6
80	3
131	6
12	1
85	2
74	3
47	6
84	1
108	1
32	3
86	3
78	1
96	1
75	4
49	2
110	3
88	5
7	2
2	3
38	3
100	5
3	4
30	1
83	6
61	2
64	5
94	5
76	5
118	5
34	5
