74	4
30	2
43	3
22	6
67	3
115	3
76	6
130	6
105	5
77	1
38	4
126	2
36	2
15	5
2	4
53	1
72	2
34	6
68	4
52	6
128	4
7	3
119	1
26	4
3	5
135	5
109	3
129	5
131	1
11	1
19	3
101	1
112	6
41	1
83	1
93	5
44	4
85	3
138	2
21	5
124	6
81	5
96	2
46	6
104	4
8	4
25	3
116	4
99	5
23	1
47	1
86	4
136	6
64	6
89	1
98	4
31	3
54	2
28	6
84	2
39	5
106	6
65	1
110	4
33	5
82	6
90	2
117	5
13	3
42	2
70	6
17	1
97	3
24	2
75	5
50	4
79	3
63	5
62	4
66	2
29	1
91	3
61	3
94	6
107	1
10	6
58	6
102	2
9	5
37	3
92	4
16	6
4	6
78	2
88	6
123	5
27	5
1	3
114	2
12	2
95	1
14	4
6	2
71	1
108	2
51	5
60	2
49	3
57	5
73	3
69	5
103	3
120	2
55	3
48	2
59	1
87	5
18	2
111	5
20	4
122	4
80	4
32	4
40	6
134	4
35	1
118	6
56	4
132	2
100	6
113	1
121	3
5	1
127	3
45	5
133	3
137	1
125	1
