12	6
137	5
104	2
8	2
79	1
4	4
66	6
68	2
59	5
13	1
39	3
31	1
72	6
136	4
85	1
45	3
76	4
115	1
69	3
98	2
132	6
10	4
37	1
125	5
44	2
102	6
92	2
138	6
127	1
32	2
99	3
120	6
75	3
41	5
9	3
43	1
89	5
18	6
58	4
87	3
91	1
49	1
70	4
19	1
126	6
114	6
128	2
88	4
100	4
131	5
118	4
107	5
134	2
29	5
135	3
21	3
5	5
103	1
22	4
93	3
1	1
63	3
53	5
30	6
61	1
82	4
54	6
16	4
122	2
33	3
50	2
106	4
55	1
129	3
56	2
123	3
28	4
81	3
62	2
84	6
64	4
52	4
73	1
95	5
86	2
36	6
83	5
121	1
7	1
67	1
46	4
48	6
112	4
51	3
90	6
11	5
35	5
71	5
38	2
113	5
116	2
124	4
40	4
42	6
96	6
2	2
77	5
34	4
65	5
94	4
3	3
117	3
101	5
109	1
80	2
111	3
130	4
78	6
47	5
133	1
15	3
25	1
105	3
110	2
26	2
27	3
119	5
57	3
108	6
6	6
24	6
14	2
17	5
20	2
23	5
60	6
97	1
74	2
