67	2
19	2
125	6
127	2
26	3
124	5
115	2
35	6
86	3
99	4
109	2
12	1
79	2
23	6
43	2
16	5
96	1
18	1
108	1
15	4
53	6
130	5
1	2
68	3
135	4
7	2
21	4
20	3
83	6
22	5
55	2
136	5
95	6
105	4
93	4
51	4
122	3
31	2
123	4
102	1
107	6
118	5
42	1
75	4
132	1
114	1
82	5
80	3
46	5
10	5
97	2
119	6
116	3
40	5
59	6
58	5
112	5
30	1
101	6
14	3
8	3
41	6
54	1
34	5
44	3
28	5
39	4
4	5
62	3
63	4
38	3
90	1
69	4
32	3
92	3
64	5
52	5
91	2
37	2
88	5
57	4
94	5
27	4
49	2
48	1
47	6
100	5
111	4
70	5
84	1
36	1
103	2
72	1
76	5
121	2
71	6
78	1
131	6
74	3
17	6
77	6
137	6
2	3
50	3
85	2
134	3
61	2
106	5
128	3
104	3
117	4
65	6
129	4
29	6
98	3
56	3
13	2
126	1
9	4
73	2
5	6
81	4
11	6
87	4
89	6
138	1
133	2
120	1
24	1
113	6
45	4
6	1
25	2
33	4
3	4
66	1
60	1
110	3
