112	5
83	6
77	6
31	2
98	3
47	6
61	2
101	6
127	2
15	4
62	3
108	1
109	2
102	1
100	5
103	2
50	3
51	4
93	4
86	3
19	2
33	4
96	1
64	5
132	1
69	4
94	5
92	3
44	3
72	1
45	4
13	2
125	6
117	4
65	6
130	5
129	4
120	1
110	3
29	6
136	5
30	1
76	5
97	2
27	4
113	6
75	4
70	5
38	3
82	5
67	2
32	3
60	1
3	4
6	1
34	5
114	1
118	5
79	2
5	6
122	3
23	6
115	2
2	3
22	5
16	5
106	5
128	3
52	5
56	3
58	5
66	1
131	6
4	5
126	1
91	2
21	4
104	3
49	2
37	2
95	6
25	2
119	6
54	1
10	5
7	2
40	5
9	4
46	5
28	5
18	1
123	4
59	6
74	3
121	2
35	6
20	3
71	6
137	6
105	4
116	3
39	4
81	4
8	3
124	5
88	5
14	3
53	6
133	2
63	4
17	6
43	2
26	3
78	1
135	4
11	6
87	4
99	4
41	6
24	1
84	1
73	2
57	4
42	1
111	4
80	3
85	2
107	6
36	1
68	3
138	1
1	2
12	1
48	1
134	3
55	2
90	1
89	6
