108	4
79	5
67	5
43	5
27	1
130	2
28	2
83	3
23	3
17	3
33	1
96	4
55	5
46	2
42	4
48	4
44	6
51	1
40	2
82	2
37	5
15	1
99	1
52	2
4	2
134	6
129	1
131	3
90	4
101	3
119	3
2	6
47	3
16	2
136	2
135	1
80	6
87	1
32	6
71	3
39	1
21	1
74	6
41	3
107	3
112	2
122	6
11	3
64	2
7	5
72	4
104	6
38	6
30	4
75	1
124	2
34	2
45	1
36	4
88	2
10	2
73	5
26	6
92	6
113	3
93	1
78	4
14	6
62	6
31	5
84	4
22	2
65	3
6	4
53	3
19	5
105	1
137	3
35	3
121	5
111	1
118	2
125	3
106	2
50	6
3	1
54	4
128	6
20	6
70	2
103	5
86	6
61	5
13	5
24	4
95	3
117	1
56	6
29	3
133	5
59	3
77	3
132	4
60	4
94	2
68	6
18	4
9	1
85	5
89	3
127	5
116	6
110	6
69	1
91	5
100	2
57	1
138	4
102	4
115	5
123	1
8	6
25	5
126	4
58	2
97	5
98	6
63	1
76	2
1	5
109	5
81	1
66	4
114	4
12	4
120	4
5	3
49	5
