37	6
61	6
72	5
38	1
12	5
133	6
88	3
127	6
60	5
137	4
83	4
86	1
55	6
33	2
10	3
15	2
25	6
116	1
6	5
43	6
84	5
5	4
66	5
79	6
69	2
3	2
65	4
17	4
45	2
99	2
110	1
27	2
77	4
56	1
39	2
32	1
91	6
103	6
1	6
104	1
131	4
96	5
74	1
105	2
67	6
19	6
47	4
24	5
112	3
30	5
70	3
102	5
34	3
126	5
128	1
78	5
85	6
8	1
64	3
113	4
59	4
100	3
80	1
31	6
49	6
57	2
76	3
118	3
124	3
36	5
16	3
50	1
90	5
125	4
28	3
21	2
92	1
138	5
123	2
93	2
106	3
73	6
26	1
130	3
98	1
18	5
136	3
23	4
107	4
44	1
48	5
111	2
14	1
108	5
120	5
121	6
122	1
117	2
9	2
134	1
68	1
89	4
95	4
13	6
132	5
97	6
75	2
53	4
42	5
115	6
81	2
109	6
71	4
29	4
40	3
35	4
129	2
2	1
62	1
46	3
82	3
7	6
11	4
135	2
20	1
101	4
52	3
119	4
22	3
114	5
51	2
4	3
54	5
94	3
87	2
58	3
41	4
63	2
