26	2
134	2
58	4
129	3
101	5
136	4
71	5
7	1
6	6
4	4
116	2
86	2
1	1
50	2
126	6
57	3
33	3
99	3
131	5
109	1
17	5
42	6
95	5
54	6
96	6
118	4
19	1
20	2
60	6
21	3
10	4
65	5
112	4
67	1
88	4
121	1
8	2
27	3
138	6
98	2
81	3
13	1
16	4
39	3
72	6
14	2
84	6
22	4
64	4
15	3
92	2
122	2
5	5
111	3
56	2
113	5
11	5
77	5
31	1
25	1
85	1
73	1
108	6
105	3
52	4
115	1
89	5
32	2
69	3
127	1
78	6
83	5
49	1
53	5
12	6
93	3
35	5
70	4
9	3
41	5
28	4
90	6
117	3
137	5
132	6
24	6
45	3
120	6
36	6
79	1
2	2
135	3
46	4
37	1
102	6
107	5
91	1
55	1
66	6
44	2
125	5
114	6
38	2
76	4
97	1
59	5
104	2
62	2
51	3
87	3
100	4
128	2
103	1
130	4
94	4
23	5
29	5
124	4
82	4
75	3
47	5
123	3
110	2
74	2
68	2
43	1
133	1
106	4
34	4
40	4
61	1
119	5
18	6
30	6
3	3
63	3
48	6
80	2
