57	5
116	4
54	2
98	4
77	1
133	3
107	1
138	2
55	3
111	5
89	1
103	3
121	3
3	5
119	1
129	5
92	4
67	3
93	5
12	2
1	3
113	1
29	1
22	6
90	2
8	4
104	4
34	6
73	3
21	5
125	1
45	5
68	4
112	6
88	6
53	1
72	2
91	3
32	4
105	5
5	1
96	2
17	1
56	4
46	6
58	6
9	5
65	1
75	5
95	1
25	3
62	4
76	6
51	5
114	2
13	3
64	6
26	4
134	4
2	4
94	6
14	4
79	3
118	6
87	5
128	4
60	2
63	5
82	6
41	1
35	1
20	4
110	4
15	5
28	6
124	6
71	1
40	6
86	4
99	5
27	5
102	2
4	6
7	3
31	3
48	2
85	3
50	4
81	5
137	1
126	2
33	5
39	5
10	6
132	2
70	6
78	2
130	6
122	4
84	2
38	4
16	6
97	3
108	2
43	3
80	4
74	4
36	2
18	2
49	3
117	5
100	6
44	4
131	1
11	1
19	3
23	1
42	2
37	3
6	2
120	2
61	3
52	6
24	2
123	5
69	5
59	1
115	3
136	6
101	1
109	3
47	1
30	2
83	1
66	2
106	6
135	5
127	3
