113	4
118	3
72	5
100	3
69	2
135	2
68	1
58	3
96	5
53	4
70	3
30	5
104	1
132	5
81	2
112	3
79	6
75	2
23	4
65	4
108	5
94	3
131	4
130	3
111	2
51	2
55	6
101	4
126	5
90	5
37	6
97	6
91	6
99	2
61	6
128	1
22	3
138	5
39	2
120	5
34	3
66	5
137	4
40	3
49	6
17	4
6	5
1	6
86	1
38	1
27	2
35	4
115	6
29	4
93	2
95	4
56	1
15	2
44	1
134	1
74	1
59	4
25	6
46	3
12	5
78	5
77	4
16	3
106	3
43	6
13	6
33	2
133	6
4	3
60	5
2	1
52	3
31	6
41	4
117	2
10	3
5	4
124	3
88	3
50	1
36	5
73	6
20	1
71	4
109	6
67	6
85	6
54	5
89	4
63	2
84	5
64	3
136	3
127	6
98	1
103	6
28	3
48	5
122	1
82	3
57	2
24	5
107	4
14	1
8	1
119	4
123	2
9	2
83	4
110	1
7	6
114	5
45	2
26	1
80	1
32	1
21	2
76	3
87	2
121	6
42	5
129	2
116	1
92	1
125	4
62	1
11	4
102	5
18	5
3	2
19	6
47	4
105	2
