125	2
117	6
121	4
31	4
67	4
51	6
37	4
42	3
43	4
88	1
16	1
24	3
96	3
62	5
76	1
122	5
55	4
103	4
46	1
19	4
86	5
59	2
131	2
82	1
30	3
64	1
40	1
111	6
2	5
130	1
15	6
12	3
22	1
47	2
17	2
118	1
75	6
138	3
1	4
48	3
18	3
14	5
109	4
105	6
34	1
123	6
66	3
137	2
60	3
68	5
36	3
9	6
107	2
133	4
11	2
72	3
127	4
13	4
77	2
84	3
93	6
114	3
113	2
61	4
54	3
116	5
104	5
63	6
39	6
126	3
110	5
26	5
129	6
132	3
101	2
95	2
38	5
28	1
50	5
23	2
21	6
10	1
85	4
134	5
20	5
99	6
57	6
56	5
89	2
7	4
74	5
91	4
102	3
45	6
136	1
106	1
108	3
58	1
119	2
81	6
120	3
115	4
27	6
32	5
35	2
92	5
33	6
98	5
3	6
4	1
5	2
8	5
90	3
41	2
94	1
80	5
78	3
44	5
6	3
69	6
25	4
135	6
124	1
29	2
70	1
128	5
100	1
79	4
97	4
87	6
112	1
52	1
73	4
49	4
65	2
83	2
53	2
71	2
