12	5
79	6
52	3
88	3
23	4
50	1
118	3
42	5
99	2
6	5
80	1
67	6
110	1
26	1
133	6
95	4
7	6
25	6
123	2
55	6
10	3
107	4
53	4
54	5
69	2
43	6
137	4
11	4
28	3
86	1
15	2
63	2
71	4
68	1
92	1
32	1
34	3
130	3
17	4
103	6
89	4
13	6
37	6
57	2
126	5
14	1
77	4
47	4
2	1
16	3
59	4
115	6
27	2
112	3
46	3
101	4
51	2
78	5
61	6
85	6
76	3
75	2
124	3
21	2
29	4
96	5
117	2
73	6
20	1
64	3
128	1
62	1
56	1
136	3
81	2
98	1
41	4
19	6
113	4
116	1
31	6
70	3
58	3
72	5
97	6
49	6
8	1
134	1
48	5
102	5
18	5
108	5
22	3
111	2
84	5
36	5
5	4
30	5
91	6
127	6
104	1
106	3
39	2
114	5
121	6
3	2
35	4
66	5
93	2
109	6
38	1
44	1
132	5
33	2
65	4
94	3
138	5
87	2
24	5
40	3
74	1
90	5
131	4
125	4
105	2
9	2
45	2
119	4
129	2
60	5
135	2
82	3
83	4
120	5
122	1
4	3
100	3
1	6
