138	4
32	6
53	3
22	2
92	6
12	4
89	3
14	6
31	5
49	5
77	3
4	2
43	5
135	1
124	2
125	3
64	2
33	1
91	5
71	3
28	2
42	4
132	4
40	2
88	2
104	6
6	4
93	1
130	2
90	4
45	1
79	5
13	5
66	4
67	5
73	5
85	5
51	1
55	5
34	2
18	4
11	3
117	1
68	6
103	5
15	1
20	6
59	3
96	4
115	5
47	3
133	5
82	2
7	5
39	1
118	2
106	2
5	3
63	1
69	1
121	5
83	3
120	4
105	1
126	4
75	1
101	3
128	6
17	3
134	6
27	1
3	1
24	4
25	5
23	3
54	4
52	2
108	4
1	5
76	2
123	1
50	6
62	6
94	2
107	3
109	5
136	2
81	1
19	5
84	4
10	2
29	3
38	6
113	3
72	4
65	3
86	6
80	6
87	1
57	1
21	1
74	6
110	6
44	6
122	6
70	2
131	3
26	6
36	4
61	5
41	3
78	4
98	6
100	2
60	4
9	1
48	4
2	6
137	3
99	1
111	1
102	4
46	2
95	3
97	5
114	4
127	5
35	3
119	3
116	6
112	2
129	1
16	2
56	6
8	6
30	4
58	2
37	5
