113	1
110	4
33	5
89	1
44	4
31	3
67	3
42	2
109	3
118	6
13	3
81	5
16	6
21	5
28	6
4	6
1	3
63	5
103	3
137	1
45	5
75	5
2	4
3	5
54	2
120	2
92	4
78	2
22	6
46	6
132	2
119	1
116	4
74	4
91	3
79	3
87	5
40	6
48	2
83	1
38	4
126	2
124	6
122	4
100	6
77	1
129	5
133	3
127	3
18	2
88	6
93	5
84	2
57	5
30	2
101	1
56	4
72	2
82	6
138	2
111	5
47	1
12	2
80	4
125	1
94	6
39	5
35	1
36	2
51	5
114	2
17	1
130	6
29	1
104	4
65	1
66	2
32	4
9	5
97	3
105	5
53	1
11	1
5	1
71	1
106	6
27	5
131	1
90	2
95	1
136	6
99	5
70	6
135	5
123	5
112	6
14	4
134	4
50	4
76	6
102	2
96	2
34	6
121	3
24	2
20	4
64	6
73	3
8	4
26	4
41	1
10	6
60	2
49	3
108	2
37	3
7	3
43	3
98	4
69	5
115	3
62	4
58	6
6	2
61	3
128	4
52	6
117	5
59	1
23	1
107	1
85	3
68	4
86	4
15	5
19	3
55	3
25	3
