	1	1	2	3	4	5	6	3	4	5	6	1	2	4	5	6	1	2	3	1	2	3	4	5	6	5	6	1	2	3	4	1	2	3	4	5	6	6	1	2	3	4	5	4	5	6	1	2	3	3	4	5	6	1	2	3	4	5	6	1	2	6	1	2	3	4	5
	2	5	6	1	2	3	4	6	1	2	3	4	5	2	3	4	5	6	1	4	5	6	1	2	3	6	1	2	3	4	5	2	3	4	5	6	1	2	3	4	5	6	1	2	3	4	5	6	1	6	1	2	3	4	5	6	1	2	3	4	5	5	6	1	2	3	4
	3	2	3	4	5	6	1	1	2	3	4	5	6	3	4	5	6	1	2	6	1	2	3	4	5	1	2	3	4	5	6	3	4	5	6	1	2	1	2	3	4	5	6	3	4	5	6	1	2	4	5	6	1	2	3	6	1	2	3	4	5	5	6	1	2	3	4
	4	4	5	6	1	2	3	6	1	2	3	4	5	4	5	6	1	2	3	3	4	5	6	1	2	3	4	5	6	1	2	6	1	2	3	4	5	5	6	1	2	3	4	3	4	5	6	1	2	2	3	4	5	6	1	4	5	6	1	2	3	5	6	1	2	3	4
	5	6	1	2	3	4	5	4	5	6	1	2	3	4	5	6	1	2	3	1	2	3	4	5	6	6	1	2	3	4	5	1	2	3	4	5	6	4	5	6	1	2	3	3	4	5	6	1	2	3	4	5	6	1	2	4	5	6	1	2	3	4	5	6	1	2	3
	6	6	1	2	3	4	5	1	2	3	4	5	6	5	6	1	2	3	4	1	2	3	4	5	6	3	4	5	6	1	2	4	5	6	1	2	3	3	4	5	6	1	2	5	6	1	2	3	4	2	3	4	5	6	1	1	2	3	4	5	6	5	6	1	2	3	4
	7	3	4	5	6	1	2	6	1	2	3	4	5	4	5	6	1	2	3	5	6	1	2	3	4	2	3	4	5	6	1	6	1	2	3	4	5	4	5	6	1	2	3	4	5	6	1	2	3	6	1	2	3	4	5	6	1	2	3	4	5	2	3	4	5	6	1
	8	2	3	4	5	6	1	2	3	4	5	6	1	1	2	3	4	5	6	2	3	4	5	6	1	2	3	4	5	6	1	6	1	2	3	4	5	6	1	2	3	4	5	1	2	3	4	5	6	5	6	1	2	3	4	4	5	6	1	2	3	3	4	5	6	1	2
	9	2	3	4	5	6	1	5	6	1	2	3	4	2	3	4	5	6	1	6	1	2	3	4	5	5	6	1	2	3	4	6	1	2	3	4	5	1	2	3	4	5	6	1	2	3	4	5	6	3	4	5	6	1	2	1	2	3	4	5	6	1	2	3	4	5	6
	10	3	4	5	6	1	2	3	4	5	6	1	2	4	5	6	1	2	3	2	3	4	5	6	1	5	6	1	2	3	4	4	5	6	1	2	3	5	6	1	2	3	4	1	2	3	4	5	6	6	1	2	3	4	5	3	4	5	6	1	2	6	1	2	3	4	5
	11	4	5	6	1	2	3	6	1	2	3	4	5	4	5	6	1	2	3	4	5	6	1	2	3	4	5	6	1	2	3	4	5	6	1	2	3	3	4	5	6	1	2	1	2	3	4	5	6	5	6	1	2	3	4	4	5	6	1	2	3	2	3	4	5	6	1
	12	2	3	4	5	6	1	6	1	2	3	4	5	5	6	1	2	3	4	2	3	4	5	6	1	1	2	3	4	5	6	2	3	4	5	6	1	2	3	4	5	6	1	3	4	5	6	1	2	2	3	4	5	6	1	2	3	4	5	6	1	6	1	2	3	4	5
	13	5	6	1	2	3	4	3	4	5	6	1	2	4	5	6	1	2	3	4	5	6	1	2	3	2	3	4	5	6	1	2	3	4	5	6	1	6	1	2	3	4	5	3	4	5	6	1	2	2	3	4	5	6	1	5	6	1	2	3	4	4	5	6	1	2	3
	14	4	5	6	1	2	3	1	2	3	4	5	6	4	5	6	1	2	3	2	3	4	5	6	1	2	3	4	5	6	1	3	4	5	6	1	2	4	5	6	1	2	3	6	1	2	3	4	5	5	6	1	2	3	4	1	2	3	4	5	6	4	5	6	1	2	3
	15	3	4	5	6	1	2	3	4	5	6	1	2	4	5	6	1	2	3	3	4	5	6	1	2	3	4	5	6	1	2	4	5	6	1	2	3	5	6	1	2	3	4	6	1	2	3	4	5	2	3	4	5	6	1	5	6	1	2	3	4	2	3	4	5	6	1
	16	5	6	1	2	3	4	6	1	2	3	4	5	6	1	2	3	4	5	2	3	4	5	6	1	6	1	2	3	4	5	5	6	1	2	3	4	1	2	3	4	5	6	3	4	5	6	1	2	4	5	6	1	2	3	6	1	2	3	4	5	1	2	3	4	5	6
